PO_ID,Supplier,Order_Date,Delivery_Date,Item_Category,Order_Status,Quantity,Unit_Price,Negotiated_Price,Defective_Units,Defect Rate%,Compliance,Compliance Numeric Score,Order_Amount,Saved Amount,Defected Unit amount,Deli Time taken,Deliv_Performance,Missing date flag
PO-00652,Alpha_Inc,29-08-2022,06-09-2022,Office Supplies,Pending,406,91.73,89.13,0,0%,Yes,1,36186.78,1055.6,0,8,6-10,Valid
PO-00653,Gamma_Co,06-10-2022,18-10-2022,Raw Materials,Partially Delivered,72,103,89.49,1,1%,No,0,6443.28,972.72,89.49,12,11-15,Valid
PO-00654,Gamma_Co,10-12-2022,20-12-2022,Office Supplies,Delivered,1835,83.5,82.36,85,5%,No,0,151130.6,2091.9,7000.6,10,6-10,Valid
PO-00655,Delta_Logistics,24-11-2022,10-12-2022,Electronics,Pending,571,49.98,45.58,0,0%,No,0,26026.18,2512.4,0,16,16-20,Valid
PO-00656,Epsilon_Group,08-07-2023,09-07-2023,Packaging,Delivered,1831,52.24,50.44,60,3%,Yes,1,92355.64,3295.8,3026.4,1,0-5,Valid
PO-00657,Beta_Supplies,24-03-2022,07-04-2022,Office Supplies,Pending,1910,77.15,68.49,170,9%,Yes,1,130815.9,16540.6,11643.3,14,11-15,Valid
PO-00658,Gamma_Co,22-05-2022,31-05-2022,Electronics,Partially Delivered,1173,32.12,29.18,0,0%,Yes,1,34228.14,3448.62,0,9,6-10,Valid
PO-00659,Epsilon_Group,04-06-2022,17-06-2022,Packaging,Partially Delivered,851,20.44,19.22,22,3%,Yes,1,16356.22,1038.22,422.84,13,11-15,Valid
PO-00660,Epsilon_Group,25-08-2022,07-09-2022,MRO,Cancelled,1253,43.38,38.01,34,3%,Yes,1,47626.53,6728.61,1292.34,13,11-15,Valid
PO-00661,Alpha_Inc,28-01-2023,15-02-2023,Electronics,Delivered,1296,38,33.42,33,3%,Yes,1,43312.32,5935.68,1102.86,18,16-20,Valid
PO-00662,Beta_Supplies,12-12-2023,30-12-2023,Raw Materials,Delivered,1979,40.88,39.46,221,11%,Yes,1,78091.34,2810.18,8720.66,18,16-20,Valid
PO-00663,Gamma_Co,06-06-2022,19-06-2022,Office Supplies,Delivered,811,31.8,30.33,58,7%,Yes,1,24597.63,1192.17,1759.14,13,11-15,Valid
PO-00664,Alpha_Inc,25-12-2023,12-01-2024,Electronics,Delivered,1732,15.37,14.7,38,2%,Yes,1,25460.4,1160.44,558.6,18,16-20,Valid
PO-00665,Beta_Supplies,08-08-2022,28-08-2022,Packaging,Delivered,491,12.01,11.67,47,10%,Yes,1,5729.97,166.94,548.49,20,16-20,Valid
PO-00666,Gamma_Co,07-03-2022,11-03-2022,Packaging,Cancelled,1681,99.88,96.38,90,5%,Yes,1,162014.78,5883.5,8674.2,4,0-5,Valid
PO-00667,Alpha_Inc,01-03-2023,05-03-2023,Raw Materials,Partially Delivered,818,51.89,47.85,12,1%,Yes,1,39141.3,3304.72,574.2,4,0-5,Valid
PO-00668,Beta_Supplies,22-02-2023,05-03-2023,Office Supplies,Delivered,1065,47.49,41.42,113,11%,Yes,1,44112.3,6464.55,4680.46,11,11-15,Valid
PO-00669,Gamma_Co,05-12-2022,17-12-2022,Packaging,Delivered,1398,75.08,67.09,57,4%,Yes,1,93791.82,11170.02,3824.13,12,11-15,Valid
PO-00670,Beta_Supplies,10-07-2023,17-07-2023,Packaging,Delivered,565,32.31,29.76,60,11%,Yes,1,16814.4,1440.75,1785.6,7,6-10,Valid
PO-00671,Epsilon_Group,23-04-2023,06-05-2023,Packaging,Pending,1089,102.66,89.21,33,3%,Yes,1,97149.69,14647.05,2943.93,13,11-15,Valid
PO-00672,Delta_Logistics,02-03-2023,04-03-2023,Electronics,Delivered,841,86.43,83.77,125,15%,No,0,70450.57,2237.06,10471.25,2,0-5,Valid
PO-00673,Delta_Logistics,05-03-2022,16-03-2022,Electronics,Delivered,385,18.23,17.74,0,0%,Yes,1,6829.9,188.65,0,11,11-15,Valid
PO-00674,Epsilon_Group,31-07-2022,17-08-2022,Office Supplies,Delivered,1832,49.01,41.86,52,3%,Yes,1,76687.52,13098.8,2176.72,17,16-20,Valid
PO-00675,Beta_Supplies,07-03-2023,27-03-2023,Raw Materials,Delivered,307,95.36,83.63,29,9%,Yes,1,25674.41,3601.11,2425.27,20,16-20,Valid
PO-00676,Epsilon_Group,03-02-2023,08-02-2023,Office Supplies,Delivered,546,101.2,97.82,21,4%,Yes,1,53409.72,1845.48,2054.22,5,0-5,Valid
PO-00677,Delta_Logistics,22-08-2023,11-09-2023,Raw Materials,Delivered,945,57.01,55.14,147,16%,No,0,52107.3,1767.15,8105.58,20,16-20,Valid
PO-00678,Delta_Logistics,14-12-2023,27-12-2023,MRO,Pending,209,72.71,64.34,39,19%,Yes,1,13447.06,1749.33,2509.26,13,11-15,Valid
PO-00679,Beta_Supplies,21-01-2022,,Packaging,Delivered,1548,25.03,22.87,0,0%,Yes,1,35402.76,3343.68,0,Not Updated,Not Updated,Missing
PO-00680,Delta_Logistics,13-08-2023,23-08-2023,Raw Materials,Delivered,901,108.63,106.3,141,16%,Yes,1,95776.3,2099.33,14988.3,10,6-10,Valid
PO-00681,Epsilon_Group,25-01-2023,11-02-2023,Packaging,Delivered,1737,32.7,31.02,48,3%,Yes,1,53881.74,2918.16,1488.96,17,16-20,Valid
PO-00682,Beta_Supplies,04-05-2023,22-05-2023,Raw Materials,Delivered,1981,102.43,90.99,204,10%,Yes,1,180251.19,22662.64,18561.96,18,16-20,Valid
PO-00683,Epsilon_Group,07-01-2022,26-01-2022,MRO,Pending,739,68.47,66.09,19,3%,Yes,1,48840.51,1758.82,1255.71,19,16-20,Valid
PO-00684,Beta_Supplies,27-12-2022,28-12-2022,Raw Materials,Delivered,1748,68.25,62.84,171,10%,Yes,1,109844.32,9456.68,10745.64,1,0-5,Valid
PO-00685,Delta_Logistics,02-11-2022,06-11-2022,Office Supplies,Cancelled,429,58.95,55.35,59,14%,No,0,23745.15,1544.4,3265.65,4,0-5,Valid
PO-00686,Gamma_Co,04-02-2023,,Electronics,Delivered,1618,32.76,28.41,62,4%,Yes,1,45967.38,7038.3,1761.42,Not Updated,Not Updated,Missing
PO-00687,Beta_Supplies,06-03-2023,07-03-2023,Packaging,Delivered,1006,27.7,23.66,101,10%,No,0,23801.96,4064.24,2389.66,1,0-5,Valid
PO-00688,Beta_Supplies,06-07-2023,15-07-2023,Electronics,Partially Delivered,740,32.53,29.35,84,11%,Yes,1,21719,2353.2,2465.4,9,6-10,Valid
PO-00689,Gamma_Co,14-07-2023,,Raw Materials,Delivered,1500,29.19,27.24,72,5%,Yes,1,40860,2925,1961.28,Not Updated,Not Updated,Missing
PO-00690,Delta_Logistics,10-09-2023,29-09-2023,Office Supplies,Cancelled,1686,88.18,77.15,0,0%,Yes,1,130074.9,18596.58,0,19,16-20,Valid
PO-00691,Epsilon_Group,14-08-2022,16-08-2022,Raw Materials,Cancelled,1341,42.96,41.75,39,3%,Yes,1,55986.75,1622.61,1628.25,2,0-5,Valid
PO-00692,Alpha_Inc,15-05-2023,21-05-2023,MRO,Cancelled,1908,16.42,15.31,36,2%,Yes,1,29211.48,2117.88,551.16,6,6-10,Valid
PO-00693,Gamma_Co,13-08-2022,02-09-2022,MRO,Partially Delivered,1650,100.62,90.45,85,5%,Yes,1,149242.5,16780.5,7688.25,20,16-20,Valid
PO-00694,Alpha_Inc,07-10-2022,20-10-2022,MRO,Delivered,1490,93.57,81.68,29,2%,Yes,1,121703.2,17716.1,2368.72,13,11-15,Valid
PO-00695,Delta_Logistics,23-03-2023,31-03-2023,Raw Materials,Delivered,1241,100.04,97.56,187,15%,Yes,1,121071.96,3077.68,18243.72,8,6-10,Valid
PO-00696,Beta_Supplies,13-05-2023,17-05-2023,MRO,Delivered,1915,107.51,102.66,184,10%,Yes,1,196593.9,9287.75,18889.44,4,0-5,Valid
PO-00697,Beta_Supplies,30-01-2022,14-02-2022,Raw Materials,Delivered,1116,25.65,24.28,121,11%,Yes,1,27096.48,1528.92,2937.88,15,11-15,Valid
PO-00698,Delta_Logistics,03-02-2023,08-02-2023,Raw Materials,Delivered,1629,48.63,43.28,260,16%,Yes,1,70503.12,8715.15,11252.8,5,0-5,Valid
PO-00699,Epsilon_Group,11-12-2022,18-12-2022,Office Supplies,Delivered,334,82.54,74.63,0,0%,Yes,1,24926.42,2641.94,0,7,6-10,Valid
PO-00700,Epsilon_Group,16-11-2023,06-12-2023,Packaging,Delivered,446,80.63,70.37,0,0%,Yes,1,31385.02,4575.96,0,20,16-20,Valid
PO-00701,Delta_Logistics,27-11-2023,,Electronics,Delivered,61,26.47,24.62,6,10%,Yes,1,1501.82,112.85,147.72,Not Updated,Not Updated,Missing
PO-00702,Delta_Logistics,19-02-2023,21-02-2023,Packaging,Delivered,1680,88.85,87.53,0,0%,Yes,1,147050.4,2217.6,0,2,0-5,Valid
PO-00703,Delta_Logistics,19-06-2022,06-07-2022,Electronics,Delivered,1375,30.95,30.02,223,16%,Yes,1,41277.5,1278.75,6694.46,17,16-20,Valid
PO-00704,Delta_Logistics,24-04-2023,05-05-2023,Electronics,Partially Delivered,1971,32.4,30.48,321,16%,Yes,1,60076.08,3784.32,9784.08,11,11-15,Valid
PO-00705,Delta_Logistics,11-05-2022,,Raw Materials,Pending,1326,59.49,56.21,0,0%,Yes,1,74534.46,4349.28,0,Pending/Cancelled,Pending/Cancelled,Valid
PO-00706,Delta_Logistics,30-09-2023,13-10-2023,MRO,Cancelled,548,69.7,61.87,90,16%,Yes,1,33904.76,4290.84,5568.3,13,11-15,Valid
PO-00707,Beta_Supplies,01-07-2023,07-07-2023,MRO,Delivered,803,67.81,61.53,78,10%,Yes,1,49408.59,5042.84,4799.34,6,6-10,Valid
PO-00708,Alpha_Inc,28-01-2022,15-02-2022,MRO,Delivered,84,18.23,15.55,0,0%,Yes,1,1306.2,225.12,0,18,16-20,Valid
PO-00709,Epsilon_Group,08-02-2023,20-02-2023,Packaging,Delivered,776,94.75,90.89,19,2%,Yes,1,70530.64,2995.36,1726.91,12,11-15,Valid
PO-00710,Alpha_Inc,30-08-2023,08-09-2023,MRO,Delivered,898,37.12,35.54,18,2%,No,0,31914.92,1418.84,639.72,9,6-10,Valid
PO-00711,Beta_Supplies,01-08-2023,08-08-2023,Office Supplies,Cancelled,139,23.71,20.18,14,10%,Yes,1,2805.02,490.67,282.52,7,6-10,Valid
PO-00712,Gamma_Co,10-11-2023,,Raw Materials,Delivered,825,99.89,97.65,30,4%,Yes,1,80561.25,1848,2929.5,Not Updated,Not Updated,Missing
PO-00713,Alpha_Inc,28-01-2022,07-02-2022,MRO,Delivered,654,96.01,90.31,10,2%,Yes,1,59062.74,3727.8,903.1,10,6-10,Valid
PO-00714,Gamma_Co,27-03-2022,06-04-2022,MRO,Delivered,1995,88.47,82.65,87,4%,No,0,164886.75,11610.9,7190.55,10,6-10,Valid
PO-00715,Beta_Supplies,21-10-2023,28-10-2023,MRO,Delivered,1019,91.56,77.93,111,11%,No,0,79410.67,13888.97,8650.23,7,6-10,Valid
PO-00716,Epsilon_Group,15-03-2023,31-03-2023,Packaging,Pending,1675,73.8,65.34,42,3%,Yes,1,109444.5,14170.5,2744.28,16,16-20,Valid
PO-00717,Gamma_Co,19-05-2022,31-05-2022,Raw Materials,Pending,1071,60.77,58.5,0,0%,Yes,1,62653.5,2431.17,0,12,11-15,Valid
PO-00718,Beta_Supplies,18-04-2023,27-04-2023,Office Supplies,Delivered,467,19.17,17.11,49,10%,Yes,1,7990.37,962.02,838.39,9,6-10,Valid
PO-00719,Delta_Logistics,06-07-2022,25-07-2022,MRO,Pending,164,48.16,47.46,27,16%,Yes,1,7783.44,114.8,1281.42,19,16-20,Valid
PO-00720,Epsilon_Group,21-02-2022,06-03-2022,Electronics,Cancelled,666,43.76,41.13,18,3%,Yes,1,27392.58,1751.58,740.34,13,11-15,Valid
PO-00721,Delta_Logistics,24-09-2022,07-10-2022,Packaging,Partially Delivered,1976,34.71,31.56,286,14%,No,0,62362.56,6224.4,9026.16,13,11-15,Valid
PO-00722,Epsilon_Group,24-01-2023,29-01-2023,MRO,Delivered,1269,79.61,71.86,47,4%,Yes,1,91190.34,9834.75,3377.42,5,0-5,Valid
PO-00723,Epsilon_Group,02-12-2022,12-12-2022,MRO,Delivered,875,57.63,51.8,16,2%,Yes,1,45325,5101.25,828.8,10,6-10,Valid
PO-00724,Alpha_Inc,05-08-2022,,Packaging,Partially Delivered,1574,17.9,15.85,31,2%,Yes,1,24947.9,3226.7,491.35,In Process,In Process,Valid
PO-00725,Epsilon_Group,11-04-2023,26-04-2023,Office Supplies,Partially Delivered,1699,32.05,29.34,69,4%,Yes,1,49848.66,4604.29,2024.46,15,11-15,Valid
PO-00726,Alpha_Inc,01-12-2022,17-12-2022,Electronics,Delivered,1566,75.43,71.27,27,2%,Yes,1,111608.82,6514.56,1924.29,16,16-20,Valid
PO-00727,Gamma_Co,12-12-2022,30-12-2022,Electronics,Delivered,1148,17.78,17.16,61,5%,Yes,1,19699.68,711.76,1046.76,18,16-20,Valid
PO-00728,Epsilon_Group,24-01-2023,11-02-2023,Office Supplies,Delivered,462,91.81,83.14,11,2%,Yes,1,38410.68,4005.54,914.54,18,16-20,Valid
PO-00729,Gamma_Co,12-10-2022,17-10-2022,Packaging,Delivered,1449,57.02,49.28,71,5%,Yes,1,71406.72,11215.26,3498.88,5,0-5,Valid
PO-00730,Epsilon_Group,08-03-2023,27-03-2023,MRO,Delivered,1493,56.98,52.51,43,3%,Yes,1,78397.43,6673.71,2257.93,19,16-20,Valid
PO-00731,Alpha_Inc,16-09-2022,18-09-2022,Office Supplies,Delivered,778,65.85,62.08,0,0%,No,0,48298.24,2933.06,0,2,0-5,Valid
PO-00732,Delta_Logistics,25-03-2022,11-04-2022,Packaging,Partially Delivered,1350,85.06,82.34,0,0%,No,0,111159,3672,0,17,16-20,Valid
PO-00733,Epsilon_Group,27-04-2023,05-05-2023,Packaging,Delivered,1070,44.4,40.07,26,2%,Yes,1,42874.9,4633.1,1041.82,8,6-10,Valid
PO-00734,Beta_Supplies,20-01-2022,03-02-2022,Packaging,Pending,810,71.02,66.8,73,9%,Yes,1,54108,3418.2,4876.4,14,11-15,Valid
PO-00735,Delta_Logistics,07-07-2023,23-07-2023,Packaging,Cancelled,725,66.4,62.1,118,16%,Yes,1,45022.5,3117.5,7327.8,16,16-20,Valid
PO-00736,Alpha_Inc,23-02-2022,28-02-2022,Electronics,Delivered,1467,34.2,30.5,25,2%,Yes,1,44743.5,5427.9,762.5,5,0-5,Valid
PO-00737,Beta_Supplies,25-12-2022,12-01-2023,Packaging,Delivered,1942,93.98,81.31,198,10%,Yes,1,157904.02,24605.14,16099.38,18,16-20,Valid
PO-00738,Gamma_Co,18-08-2022,,Office Supplies,Delivered,506,84.63,72.69,20,4%,Yes,1,36781.14,6041.64,1453.8,Not Updated,Not Updated,Missing
PO-00739,Alpha_Inc,28-10-2023,13-11-2023,MRO,Delivered,969,76.53,75.64,30,3%,Yes,1,73295.16,862.41,2269.2,16,16-20,Valid
PO-00740,Delta_Logistics,12-03-2022,19-03-2022,MRO,Delivered,241,87.42,82.15,0,0%,Yes,1,19798.15,1270.07,0,7,6-10,Valid
PO-00741,Gamma_Co,30-10-2023,09-11-2023,Raw Materials,Delivered,788,97.3,94.44,32,4%,Yes,1,74418.72,2253.68,3022.08,10,6-10,Valid
PO-00742,Gamma_Co,11-02-2022,13-02-2022,Office Supplies,Delivered,1762,74.12,65.71,94,5%,Yes,1,115781.02,14818.42,6176.74,2,0-5,Valid
PO-00743,Alpha_Inc,01-02-2022,,Raw Materials,Pending,1172,85.76,81.43,25,2%,Yes,1,95435.96,5074.76,2035.75,Pending/Cancelled,Pending/Cancelled,Valid
PO-00744,Delta_Logistics,11-09-2022,30-09-2022,Office Supplies,Delivered,1621,75.68,73.78,226,14%,No,0,119597.38,3079.9,16674.28,19,16-20,Valid
PO-00745,Alpha_Inc,24-07-2022,26-07-2022,Packaging,Delivered,1027,73.35,65.42,24,2%,No,0,67186.34,8144.11,1570.08,2,0-5,Valid
PO-00746,Beta_Supplies,21-01-2022,,Raw Materials,Delivered,1058,65.68,57.21,101,10%,Yes,1,60528.18,8961.26,5778.21,Not Updated,Not Updated,Missing
PO-00747,Beta_Supplies,29-09-2023,05-10-2023,Packaging,Delivered,145,85.52,81.86,11,8%,No,0,11869.7,530.7,900.46,6,6-10,Valid
PO-00748,Epsilon_Group,06-06-2022,,Office Supplies,Delivered,1737,24.88,24.28,46,3%,Yes,1,42174.36,1042.2,1116.88,Not Updated,Not Updated,Missing
PO-00749,Gamma_Co,02-09-2022,15-09-2022,Electronics,Delivered,712,92.85,89.39,43,6%,Yes,1,63645.68,2463.52,3843.77,13,11-15,Valid
PO-00750,Epsilon_Group,10-05-2022,16-05-2022,Electronics,Delivered,1263,90.24,86.84,28,2%,Yes,1,109678.92,4294.2,2431.52,6,6-10,Valid
PO-00751,Delta_Logistics,30-04-2023,,Electronics,Delivered,1809,13.58,12.68,0,0%,No,0,22938.12,1628.1,0,Not Updated,Not Updated,Missing
PO-00752,Beta_Supplies,17-11-2023,,Electronics,Cancelled,86,93.6,88.22,5,6%,Yes,1,7586.92,462.68,441.1,Pending/Cancelled,Pending/Cancelled,Valid
PO-00753,Epsilon_Group,28-04-2022,,MRO,Delivered,1853,21.92,20.72,0,0%,Yes,1,38394.16,2223.6,0,Not Updated,Not Updated,Missing
PO-00754,Beta_Supplies,01-08-2023,02-08-2023,Electronics,Delivered,1442,43.98,41.82,140,10%,No,0,60304.44,3114.72,5854.8,1,0-5,Valid
PO-00755,Beta_Supplies,12-08-2022,01-09-2022,Office Supplies,Pending,1768,79.61,74.97,207,12%,No,0,132546.96,8203.52,15518.79,20,16-20,Valid
PO-00756,Beta_Supplies,22-04-2023,03-05-2023,Electronics,Partially Delivered,1598,26.3,26.03,154,10%,No,0,41595.94,431.46,4008.62,11,11-15,Valid
PO-00757,Alpha_Inc,18-12-2023,05-01-2024,MRO,Cancelled,328,93.23,82.63,6,2%,Yes,1,27102.64,3476.8,495.78,18,16-20,Valid
PO-00758,Epsilon_Group,20-09-2022,25-09-2022,Packaging,Delivered,266,88.29,80.22,4,2%,Yes,1,21338.52,2146.62,320.88,5,0-5,Valid
PO-00759,Gamma_Co,13-01-2023,28-01-2023,Raw Materials,Delivered,916,59.01,53.37,47,5%,Yes,1,48886.92,5166.24,2508.39,15,11-15,Valid
PO-00760,Epsilon_Group,21-06-2022,25-06-2022,Packaging,Cancelled,922,10.84,9.27,29,3%,Yes,1,8546.94,1447.54,268.83,4,0-5,Valid
PO-00761,Gamma_Co,13-09-2023,28-09-2023,Packaging,Delivered,1871,39.42,37.41,101,5%,No,0,69994.11,3760.71,3778.41,15,11-15,Valid
PO-00762,Epsilon_Group,14-09-2023,20-09-2023,Raw Materials,Delivered,1346,72.08,67.04,38,3%,Yes,1,90235.84,6783.84,2547.52,6,6-10,Valid
PO-00763,Epsilon_Group,28-04-2022,09-05-2022,Electronics,Delivered,1954,99.78,87.47,57,3%,Yes,1,170916.38,24053.74,4985.79,11,11-15,Valid
PO-00764,Beta_Supplies,17-06-2022,06-07-2022,Electronics,Delivered,111,68.53,65.22,11,10%,Yes,1,7239.42,367.41,717.42,19,16-20,Valid
PO-00765,Gamma_Co,15-11-2022,22-11-2022,Office Supplies,Pending,645,35.05,30.88,27,4%,Yes,1,19917.6,2689.65,833.76,7,6-10,Valid
PO-00766,Gamma_Co,21-04-2022,04-05-2022,Electronics,Cancelled,1953,68.07,62.95,87,4%,Yes,1,122941.35,9999.36,5476.65,13,11-15,Valid
PO-00767,Gamma_Co,16-08-2023,02-09-2023,Electronics,Delivered,778,64.17,61.6,47,6%,Yes,1,47924.8,1999.46,2895.2,17,16-20,Valid
PO-00768,Epsilon_Group,27-01-2022,09-02-2022,Office Supplies,Delivered,1415,80.19,78.34,0,0%,Yes,1,110851.1,2617.75,0,13,11-15,Valid
PO-00769,Gamma_Co,16-11-2022,22-11-2022,Raw Materials,Delivered,446,20.61,19.46,14,3%,Yes,1,8679.16,512.9,272.44,6,6-10,Valid
PO-00770,Epsilon_Group,13-08-2023,,Office Supplies,Delivered,748,85.95,79.16,32,4%,Yes,1,59211.68,5078.92,2533.12,Not Updated,Not Updated,Missing
PO-00771,Alpha_Inc,25-11-2023,03-12-2023,Electronics,Pending,1092,65.17,63.11,21,2%,Yes,1,68916.12,2249.52,1325.31,8,6-10,Valid
PO-00772,Beta_Supplies,20-01-2023,02-02-2023,Electronics,Delivered,226,102.47,99.16,28,12%,Yes,1,22410.16,748.06,2776.48,13,11-15,Valid
PO-00773,Delta_Logistics,11-02-2023,20-02-2023,Electronics,Delivered,1685,43.42,42.24,262,16%,Yes,1,71174.4,1988.3,11066.88,9,6-10,Valid
PO-00774,Alpha_Inc,23-07-2022,,Office Supplies,Delivered,445,68.94,60.35,7,2%,Yes,1,26855.75,3822.55,422.45,Not Updated,Not Updated,Missing
PO-00775,Gamma_Co,19-03-2022,07-04-2022,Raw Materials,Delivered,494,94.82,81.89,29,6%,Yes,1,40453.66,6387.42,2374.81,19,16-20,Valid
PO-00776,Beta_Supplies,30-08-2023,11-09-2023,MRO,Delivered,1306,21.05,18.27,128,10%,Yes,1,23860.62,3630.68,2338.56,12,11-15,Valid
PO-00777,Beta_Supplies,09-12-2023,11-12-2023,Office Supplies,Delivered,1988,105.2,93.23,187,9%,Yes,1,185341.24,23796.36,17434.01,2,0-5,Valid
